Instance,Income
172635,13742
172636,18778
172637,7607
172638,19329
172639,9013
172640,4317
172641,12944
172642,10907
172643,40543
172644,58006
172645,18360
172646,17953
172647,25370
172648,-1558
172649,29557
172650,8170
172651,32153
172652,22228
172653,-150
172654,17915
172655,8300
172656,10947
172657,9873
172658,13209
172659,13600
172660,16726
172661,20161
172662,30041
172663,6442
172664,36782
172665,12517
172666,19382
172667,32958
172668,4305
172669,13050
172670,6412
172671,31296
172672,20075
172673,39143
172674,7155
172675,10928
172676,6232
172677,38385
172678,22317
172679,2887
172680,58571
172681,29676
172682,5614
172683,42664
172684,36153
172685,43732
172686,48307
172687,16580
172688,46818
172689,44349
172690,64618
172691,17706
172692,15947
172693,39228
172694,4699
172695,24776
172696,31585
172697,69553
172698,89606
172699,24284
172700,34684
172701,55847
172702,35423
172703,34479
172704,7984
172705,66769
172706,12277
172707,9681
172708,10687
172709,36726
172710,30673
172711,38468
172712,28449
172713,16333
172714,30412
172715,5322
172716,15551
172717,24770
172718,22749
172719,16765
172720,2568
172721,19100
172722,7561
172723,1647
172724,125153
172725,20308
172726,28587
172727,45166
172728,6365
172729,4726
172730,27710
172731,15026
172732,7298
172733,32641
172734,15503
172735,18412
172736,7941
172737,51081
172738,36036
172739,18498
172740,35614
172741,75081
172742,29999
172743,23857
172744,17519
172745,7307
172746,9124
172747,31901
172748,29960
172749,15772
172750,20049
172751,69013
172752,9160
172753,23964
172754,14551
172755,135556
172756,30233
172757,68094
172758,12053
172759,33578
172760,23362
172761,17541
172762,7356
172763,4047
172764,26268
172765,8489
172766,143469
172767,10694
172768,57259
172769,67551
172770,27121
172771,8419
172772,18258
172773,33152
172774,17889
172775,9645
172776,55930
172777,40738
172778,18098
172779,3111
172780,26546
172781,7522
172782,10476
172783,58906
172784,26343
172785,15191
172786,6196
172787,9013
172788,31726
172789,16793
172790,5700
172791,21717
172792,47097
172793,30430
172794,45864
172795,47780
172796,66625
172797,17115
172798,37894
172799,12951
172800,43794
172801,3926
172802,8487
172803,14273
172804,3490
172805,28214
172806,9797
172807,23109
172808,23580
172809,6584
172810,15283
172811,18286
172812,53069
172813,33246
172814,4751
172815,17052
172816,-568
172817,15446
172818,14573
172819,6873
172820,35134
172821,28025
172822,15057
172823,17252
172824,17286
172825,29520
172826,78781
172827,25848
172828,5385
172829,13295
172830,7286
172831,15040
172832,8249
172833,71704
172834,51299
172835,31599
172836,31023
172837,36927
172838,6439
172839,5795
172840,40844
172841,27972
172842,12737
172843,10703
172844,25433
172845,26448
172846,34790
172847,21850
172848,10814
172849,4139
172850,31066
172851,2227
172852,21552
172853,16194
172854,57318
172855,6703
172856,41461
172857,21266
172858,20054
172859,20657
172860,63406
172861,20310
172862,3283
172863,19260
172864,11172
172865,12405
172866,20213
172867,27358
172868,8389
172869,30438
172870,22148
172871,40035
172872,23509
172873,6162
172874,26867
172875,32155
172876,18615
172877,45839
172878,26975
172879,28234
172880,67917
172881,31232
172882,54555
172883,2347
172884,65272
172885,33731
172886,7293
172887,14600
172888,23778
172889,34377
172890,23796
172891,19164
172892,12739
172893,43523
172894,7062
172895,5127
172896,40515
172897,2038
172898,8870
172899,25030
172900,8419
172901,34205
172902,11347
172903,2311
172904,1776
172905,44163
172906,44585
172907,32770
172908,32799
172909,8410
172910,4763
172911,11017
172912,6998
172913,21748
172914,1280
172915,30816
172916,41311
172917,63463
172918,46517
172919,45328
172920,9276
172921,11172
172922,51896
172923,30520
172924,14607
172925,5960
172926,22149
172927,12347
172928,17174
172929,18463
172930,11701
172931,58769
172932,14624
172933,13099
172934,24984
172935,17218
172936,24671
172937,21988
172938,15890
172939,43188
172940,4392
172941,18084
172942,53588
172943,27322
172944,32796
172945,25704
172946,31731
172947,21181
172948,15466
172949,16840
172950,23666
172951,20837
172952,20440
172953,40574
172954,32911
172955,10224
172956,30802
172957,7327
172958,38574
172959,5869
172960,4624
172961,12102
172962,10298
172963,3661
172964,38781
172965,121086
172966,39461
172967,3531
172968,8730
172969,22511
172970,94534
172971,33662
172972,25942
172973,27462
172974,39495
172975,17777
172976,13860
172977,34929
172978,49220
172979,36712
172980,35051
172981,81151
172982,13366
172983,7579
172984,23589
172985,32989
172986,16909
172987,24716
172988,6109
172989,20313
172990,22512
172991,-502
172992,23111
172993,27129
172994,43602
172995,13398
172996,59775
172997,45069
172998,35204
172999,10701
173000,21894
173001,47821
173002,5091
173003,25140
173004,16758
173005,6175
173006,18477
173007,53637
173008,40143
173009,3111
173010,28852
173011,88617
173012,7503
173013,4801
173014,45068
173015,10046
173016,1685
173017,7415
173018,11442
173019,1779
173020,7018
173021,18738
173022,32479
173023,8671
173024,48204
173025,20302
173026,46666
173027,27577
173028,7882
173029,7804
173030,18044
173031,38206
173032,20749
173033,12739
173034,21093
173035,7124
173036,31115
173037,11684
173038,19856
173039,33476
173040,3560
173041,43505
173042,25381
173043,19367
173044,98008
173045,25222
173046,28211
173047,36586
173048,58195
173049,824
173050,4539
173051,24606
173052,20206
173053,4546
173054,14311
173055,29920
173056,23343
173057,29787
173058,49128
173059,16026
173060,17614
173061,28971
173062,4896
173063,46489
173064,37061
173065,41248
173066,78249
173067,7526
173068,40788
173069,42428
173070,34064
173071,12099
173072,30772
173073,41502
173074,12574
173075,57844
173076,17335
173077,98013
173078,21920
173079,17736
173080,82242
173081,37218
173082,91506
173083,18297
173084,25928
173085,22268
173086,16246
173087,12301
173088,20121
173089,19532
173090,33171
173091,37418
173092,37060
173093,8307
173094,25702
173095,22359
173096,5629
173097,9032
173098,62269
173099,36579
173100,19341
173101,25429
173102,59219
173103,6209
173104,29217
173105,29438
173106,20709
173107,7372
173108,14051
173109,35181
173110,3828
173111,65892
173112,10659
173113,58856
173114,32966
173115,7283
173116,11863
173117,9145
173118,9220
173119,21132
173120,56413
173121,5023
173122,3101
173123,42546
173124,11513
173125,15679
173126,26434
173127,61291
173128,30457
173129,862
173130,25313
173131,71086
173132,26896
173133,18636
173134,16780
173135,45711
173136,3737
173137,40004
173138,13603
173139,34135
173140,44958
173141,8821
173142,24093
173143,3158
173144,29319
173145,4608
173146,20730
173147,16643
173148,34233
173149,52768
173150,13853
173151,35151
173152,5029
173153,17906
173154,26686
173155,31797
173156,24030
173157,105203
173158,60626
173159,48342
173160,17980
173161,52231
173162,42644
173163,15181
173164,8962
173165,37894
173166,24497
173167,116461
173168,23444
173169,15980
173170,26243
173171,28417
173172,16862
173173,32165
173174,26676
173175,6439
173176,22289
173177,40128
173178,12102
173179,21832
173180,10795
173181,21418
173182,14740
173183,2819
173184,24785
173185,18002
173186,14824
173187,24807
173188,43836
173189,41462
173190,34099
173191,7974
173192,27354
173193,3528
173194,37824
173195,24231
173196,21859
173197,764
173198,32229
173199,22811
173200,25649
173201,49644
173202,-358
173203,18757
173204,18273
173205,26627
173206,43081
173207,11733
173208,3577
173209,27997
173210,5132
173211,19342
173212,3042
173213,23387
173214,35532
173215,24965
173216,27719
173217,15090
173218,14042
173219,6417
173220,33551
173221,12688
173222,18007
173223,23280
173224,18499
173225,16113
173226,3506
173227,21190
173228,33960
173229,44354
173230,3855
173231,17662
173232,84519
173233,11358
173234,11857
173235,12219
173236,11863
173237,49031
173238,18293
173239,35015
173240,31141
173241,21776
173242,15567
173243,8370
173244,30919
173245,27368
173246,1777
173247,30779
173248,53581
173249,9623
173250,48505
173251,26213
173252,21531
173253,49346
173254,101458
173255,23773
173256,11182
173257,21664
173258,25811
173259,15661
173260,26008
173261,8843
173262,13400
173263,-651
173264,10795
173265,3632
173266,4724
173267,5879
173268,20823
173269,5951
173270,27660
173271,15505
173272,7928
173273,1167
173274,9217
173275,30523
173276,41910
173277,12468
173278,61242
173279,19599
173280,45648
173281,28131
173282,29405
173283,26564
173284,32291
173285,47251
173286,9681
173287,86357
173288,10736
173289,23315
173290,27465
173291,5842
173292,18720
173293,11588
173294,23834
173295,40872
173296,45822
173297,11701
173298,3393
173299,4069
173300,19186
173301,9069
173302,14927
173303,13488
173304,13448
173305,6441
173306,12100
173307,28680
173308,44258
173309,63350
173310,57343
173311,14273
173312,54482
173313,30139
173314,2781
173315,26283
173316,6410
173317,37375
173318,44352
173319,66345
173320,5280
173321,33395
173322,13843
173323,26478
173324,16250
173325,3598
173326,35564
173327,40974
173328,13606
173329,32661
173330,12093
173331,19858
173332,25697
173333,22436
173334,54604
173335,10060
173336,9338
173337,32220
173338,8170
173339,22826
173340,21443
173341,24441
173342,57131
173343,11713
173344,27309
173345,29786
173346,5127
173347,27436
173348,48617
173349,3098
173350,7865
173351,25750
173352,31294
173353,353
173354,18885
173355,17318
173356,17365
173357,16051
173358,43307
173359,23446
173360,32692
173361,11272
173362,22176
173363,10247
173364,29118
173365,5909
173366,42046
173367,10320
173368,26025
173369,10216
173370,26737
173371,50429
173372,5988
173373,28854
173374,6111
173375,46155
173376,52595
173377,31159
173378,27410
173379,50013
173380,13566
173381,21351
173382,45837
173383,6666
173384,12642
173385,4077
173386,16801
173387,55415
173388,40147
173389,12821
173390,13100
173391,15342
173392,18096
173393,15822
173394,17097
173395,22300
173396,71687
173397,3321
173398,22275
173399,28561
173400,28155
173401,21851
173402,35506
173403,45654
173404,42750
173405,84290
173406,36336
173407,32050
173408,17869
173409,117
173410,52698
173411,40838
173412,36356
173413,26505
173414,28923
173415,24342
173416,44541
173417,13028
173418,14021
173419,38709
173420,11941
173421,15350
173422,45251
173423,8643
173424,8702
173425,32195
173426,19023
173427,14188
173428,27893
173429,22522
173430,16827
173431,17757
173432,19596
173433,13175
173434,7836
173435,762
173436,36587
173437,71787
173438,41871
173439,22158
173440,2199
173441,34675
173442,25830
173443,17271
173444,11686
173445,23525
173446,13113
173447,17915
173448,34032
173449,14097
173450,7563
173451,18301
173452,50740
173453,10422
173454,6111
173455,-517
173456,11275
173457,445
173458,23622
173459,17064
173460,9893
173461,15069
173462,11108
173463,35809
173464,1964
173465,59259
173466,49420
173467,40421
173468,3883
173469,37773
173470,9773
173471,28459
173472,29473
173473,17433
173474,30972
173475,13319
173476,41569
173477,23950
173478,22303
173479,40866
173480,6802
173481,34374
173482,6687
173483,7739
173484,5262
173485,34573
173486,53971
173487,7236
173488,9741
173489,36623
173490,8489
173491,93506
173492,22044
173493,23784
173494,10585
173495,21711
173496,34911
173497,56139
173498,6427
173499,5415
173500,54240
173501,8900
173502,15472
173503,16375
173504,31036
173505,47680
173506,8384
173507,67839
173508,10080
173509,7671
173510,24859
173511,44683
173512,22878
173513,8520
173514,12945
173515,34337
173516,8635
173517,-7
173518,23372
173519,25112
173520,75198
173521,1845
173522,13233
173523,150
173524,25316
173525,34855
173526,40810
173527,43873
173528,46100
173529,26220
173530,18311
173531,51956
173532,158059
173533,75110
173534,12262
173535,-343
173536,8295
173537,22344
173538,23078
173539,18987
173540,10659
173541,91927
173542,14868
173543,28084
173544,18151
173545,16242
173546,55906
173547,41121
173548,22579
173549,8868
173550,25185
173551,51184
173552,45422
173553,23958
173554,4740
173555,19739
173556,3505
173557,55756
173558,30610
173559,39788
173560,18405
173561,13816
173562,2975
173563,24353
173564,10201
173565,11236
173566,46306
173567,29283
173568,30176
173569,100816
173570,57029
173571,28848
173572,8052
173573,16217
173574,76464
173575,40985
173576,37614
173577,20184
173578,58190
173579,27057
173580,42876
173581,20136
173582,11400
173583,35875
173584,43700
173585,1804
173586,33906
173587,78586
173588,25960
173589,22880
173590,18494
173591,49639
173592,24236
173593,76080
173594,35303
173595,15168
173596,7353
173597,6133
173598,19494
173599,2592
173600,5693
173601,44526
173602,9553
173603,64378
173604,9685
173605,24920
173606,24257
173607,71445
173608,29905
173609,14875
173610,6168
173611,24927
173612,5243
173613,40368
173614,21850
173615,39735
173616,1362
173617,12135
173618,22489
173619,23547
173620,24699
173621,27481
173622,8768
173623,10861
173624,11683
173625,24490
173626,12800
173627,51120
173628,35749
173629,9028
173630,38554
173631,4220
173632,24954
173633,11454
173634,34910
173635,13521
173636,26217
173637,18779
173638,24173
173639,20074
173640,67970
173641,48960
173642,12874
173643,15069
173644,5201
173645,30988
173646,13956
173647,16045
173648,17165
173649,11315
173650,9537
173651,20792
173652,4914
173653,17682
173654,1740
173655,31422
173656,20242
173657,4881
173658,18537
173659,2890
173660,44809
173661,60470
173662,22902
173663,10155
173664,4389
173665,9817
173666,32193
173667,662
173668,5886
173669,14320
173670,51965
173671,42839
173672,11330
173673,69011
173674,28296
173675,41359
173676,19699
173677,16798
173678,19815
173679,4596
173680,2840
173681,5636
173682,1422
173683,14566
173684,38138
173685,70018
173686,8086
173687,70273
173688,34060
173689,12021
173690,62023
173691,23600
173692,31726
173693,22292
173694,17553
173695,13800
173696,28209
173697,10686
173698,25994
173699,9889
173700,24587
173701,48775
173702,9322
173703,37582
173704,30681
173705,41898
173706,7280
173707,40501
173708,16812
173709,1409
173710,52595
173711,49846
173712,31591
173713,7638
173714,7549
173715,18050
173716,5634
173717,15775
173718,5833
173719,1712
173720,10077
173721,38293
173722,18206
173723,4561
173724,45419
173725,15979
173726,6972
173727,27812
173728,19859
173729,20134
173730,18078
173731,29676
173732,40174
173733,21099
173734,47143
173735,26950
173736,81899
173737,17536
173738,13706
173739,23702
173740,19771
173741,15530
173742,6246
173743,1324
173744,5879
173745,26515
173746,18141
173747,24759
173748,34135
173749,47792
173750,13531
173751,27064
173752,14046
173753,5557
173754,35050
173755,47985
173756,12210
173757,25021
173758,8076
173759,74487
173760,22832
173761,15866
173762,37398
173763,16259
173764,8321
173765,32638
173766,35083
173767,20569
173768,42524
173769,41596
173770,39042
173771,8075
173772,67088
173773,14383
173774,31016
173775,12107
173776,12755
173777,27280
173778,23586
173779,12299
173780,29744
173781,18251
173782,42067
173783,2405
173784,42875
173785,31264
173786,10191
173787,32252
173788,31139
173789,42562
173790,8222
173791,36784
173792,44394
173793,9481
173794,13398
173795,11231
173796,28248
173797,34328
173798,75125
173799,7353
173800,19773
173801,41643
173802,11273
173803,13209
173804,30489
173805,18078
173806,4900
173807,14024
173808,893
173809,17796
173810,36155
173811,22472
173812,9280
173813,33227
173814,21336
173815,22367
173816,9689
173817,21940
173818,9818
173819,76080
173820,39589
173821,48380
173822,48819
173823,5991
173824,33405
173825,16005
173826,9870
173827,40501
173828,50528
173829,45434
173830,7865
173831,-3238
173832,80621
173833,17895
173834,40844
173835,11173
173836,21832
173837,27213
173838,1439
173839,21846
173840,22224
173841,36712
173842,17818
173843,4795
173844,33050
173845,32582
173846,4349
173847,2442
173848,14458
173849,28798
173850,4645
173851,46803
173852,28919
173853,30428
173854,38781
173855,36677
173856,22577
173857,25480
173858,5870
173859,37115
173860,26256
173861,12334
173862,49641
173863,53129
173864,-540
173865,28713
173866,5843
173867,32086
173868,36883
173869,3543
173870,9597
173871,24257
173872,45663
173873,34471
173874,37906
173875,35375
173876,29519
173877,110641
173878,86926
173879,4483
173880,30457
173881,23509
173882,47879
173883,34356
173884,10351
173885,76029
173886,18297
173887,32284
173888,34106
173889,-2729
173890,4006
173891,9428
173892,5374
173893,27892
173894,23690
173895,3643
173896,15006
173897,29675
173898,4102
173899,27954
173900,26811
173901,11733
173902,25299
173903,26265
173904,15157
173905,967
173906,37281
173907,27276
173908,16151
173909,7127
173910,174553
173911,25756
173912,40523
173913,18095
173914,1100
173915,12494
173916,121895
173917,33441
173918,22912
173919,27229
173920,2426
173921,16566
173922,32391
173923,62543
173924,21733
173925,17343
173926,26977
173927,15088
173928,37533
173929,22234
173930,9435
173931,3858
173932,27882
173933,67385
173934,23358
173935,38974
173936,8049
173937,34983
173938,33076
173939,31175
173940,9706
173941,17353
173942,5322
173943,34382
173944,18910
173945,59170
173946,32525
173947,7358
173948,14587
173949,59094
173950,18561
173951,37512
173952,36164
173953,6141
173954,17544
173955,41425
173956,96032
173957,27480
173958,50120
173959,73824
173960,44385
173961,5696
173962,49258
173963,11809
173964,38346
173965,17784
173966,21729
173967,5309
173968,39442
173969,30547
173970,38738
173971,16602
173972,3894
173973,3284
173974,68754
173975,28110
173976,47678
173977,13104
173978,44342
173979,14233
173980,1555
173981,35680
173982,19993
173983,11877
173984,17714
173985,47265
173986,20276
173987,31621
173988,1451
173989,20542
173990,26292
173991,17795
173992,30399
173993,38741
173994,25501
173995,6129
173996,5579
173997,23764
173998,33679
173999,5729
174000,27278
174001,69781
174002,38406
174003,24178
174004,33206
174005,29259
174006,74822
174007,31839
174008,24519
174009,22516
174010,15822
174011,15054
174012,15397
174013,1871
174014,149339
174015,22278
174016,31845
174017,17903
174018,42299
174019,7702
174020,39508
174021,12952
174022,18383
174023,35860
174024,6229
174025,28125
174026,52195
174027,1476
174028,80813
174029,8868
174030,82709
174031,22555
174032,49258
174033,22267
174034,48432
174035,12845
174036,32189
174037,21680
174038,27410
174039,19754
174040,14143
174041,5593
174042,41709
174043,33429
174044,2976
174045,11076
174046,15038
174047,8231
174048,27963
174049,14168
174050,46230
174051,9263
174052,35560
174053,8817
174054,7290
174055,2009
174056,1699
174057,14051
174058,17084
174059,4512
174060,5555
174061,24072
174062,10298
174063,11836
174064,4267
174065,28647
174066,21744
174067,35947
174068,7612
174069,4389
174070,12055
174071,35714
174072,31204
174073,27078
174074,43246
174075,31182
174076,35836
174077,7653
174078,44763
174079,35132
174080,42323
174081,20638
174082,27933
174083,6478
174084,8063
174085,46724
174086,7525
174087,4446
174088,52084
174089,11058
174090,21850
174091,57632
174092,1876
174093,54992
174094,31616
174095,60046
174096,8003
174097,10972
174098,13091
174099,21070
174100,21538
174101,2843
174102,28774
174103,23787
174104,25702
174105,18297
174106,7804
174107,24306
174108,38071
174109,14942
174110,10055
174111,154307
174112,33159
174113,29454
174114,15162
174115,6618
174116,28194
174117,9336
174118,49758
174119,7993
174120,19100
174121,49678
174122,4069
174123,53296
174124,14017
174125,21720
174126,50044
174127,4293
174128,63912
174129,45093
174130,23599
174131,16012
174132,20636
174133,17477
174134,8740
174135,15910
174136,47577
174137,4586
174138,8475
174139,35958
174140,8909
174141,4058
174142,40892
174143,35519
174144,12906
174145,19234
174146,36392
174147,12949
174148,2442
174149,29059
174150,20161
174151,32268
174152,12106
174153,25063
174154,8382
174155,49566
174156,15761
174157,21555
174158,18016
174159,16082
174160,28052
174161,35355
174162,11550
174163,35506
174164,30385
174165,85474
174166,49578
174167,36734
174168,35149
174169,12524
174170,38819
174171,34843
174172,4006
174173,14098
174174,41345
174175,25634
174176,60928
174177,1082
174178,9938
174179,52447
174180,13085
174181,24058
174182,33203
174183,27168
174184,8673
174185,18364
174186,35437
174187,29660
174188,4367
174189,38494
174190,24043
174191,25274
174192,26841
174193,10860
174194,1074
174195,4212
174196,40540
174197,7549
174198,44954
174199,44279
174200,21196
174201,15564
174202,17631
174203,46724
174204,41357
174205,30990
174206,41843
174207,34435
174208,8833
174209,17231
174210,45202
174211,1763
174212,14655
174213,8222
174214,108453
174215,18132
174216,5215
174217,33324
174218,25986
174219,6753
174220,29423
174221,8983
174222,29066
174223,49879
174224,27405
174225,19217
174226,33826
174227,7836
174228,10369
174229,8761
174230,24143
174231,11410
174232,36034
174233,9099
174234,15190
174235,38883
174236,13523
174237,16217
174238,4118
174239,47930
174240,68733
174241,29367
174242,9000
174243,61117
174244,15248
174245,18975
174246,13523
174247,27589
174248,28012
174249,34329
174250,54597
174251,35074
174252,417
174253,19789
174254,56729
174255,10442
174256,30351
174257,60822
174258,34475
174259,20186
174260,21797
174261,43621
174262,57452
174263,28951
174264,46357
174265,16812
174266,24985
174267,12767
174268,11001
174269,18718
174270,79757
174271,2136
174272,61201
174273,13048
174274,22860
174275,12766
174276,20978
174277,60033
174278,60652
174279,15662
174280,31187
174281,8921
174282,17402
174283,12443
174284,15009
174285,18992
174286,3101
174287,68357
174288,20833
174289,3283
174290,24251
174291,56863
174292,17248
174293,11051
174294,10834
174295,42432
174296,19487
174297,51367
174298,18423
174299,23841
174300,10971
174301,44331
174302,14050
174303,17231
174304,4817
174305,27919
174306,11558
174307,44154
174308,140397
174309,12125
174310,2951
174311,22969
174312,8875
174313,37724
174314,11356
174315,4919
174316,37697
174317,2934
174318,7239
174319,26014
174320,11338
174321,30060
174322,44791
174323,22834
174324,6916
174325,33082
174326,69237
174327,36746
174328,32799
174329,36479
174330,2729
174331,12152
174332,38649
174333,18044
174334,20969
174335,15621
174336,36768
174337,29004
174338,7127
174339,46031
174340,14857
174341,14550
174342,27902
174343,14467
174344,42797
174345,64176
174346,30256
174347,6419
174348,54702
174349,30885
174350,47670
174351,26397
174352,13250
174353,5897
174354,28109
174355,18458
174356,20793
174357,10095
174358,27258
174359,31691
174360,18068
174361,9101
174362,37933
174363,17244
174364,22626
174365,12722
174366,35275
174367,28048
174368,15327
174369,3530
174370,18300
174371,8465
174372,33322
174373,19070
174374,34113
174375,17270
174376,48736
174377,22626
174378,29213
174379,13390
174380,17994
174381,8098
174382,12785
174383,52411
174384,28549
174385,58260
174386,114711
174387,19582
174388,29201
174389,6222
174390,51607
174391,6709
174392,41502
174393,31764
174394,30885
174395,23470
174396,64705
174397,3351
174398,21324
174399,12295
174400,29019
174401,24205
174402,27272
174403,28520
174404,24258
174405,25847
174406,7834
174407,3948
174408,4809
174409,10501
174410,16643
174411,18626
174412,45518
174413,16888
174414,34339
174415,28695
174416,2311
174417,14295
174418,23858
174419,2227
174420,25511
174421,78920
174422,2322
174423,74840
174424,4189
174425,50422
174426,46991
174427,5720
174428,28055
174429,32013
174430,9527
174431,12292
174432,23276
174433,36646
174434,1603
174435,63133
174436,29474
174437,3109
174438,25790
174439,16196
174440,3073
174441,33415
174442,2560
174443,53630
174444,65352
174445,3569
174446,25000
174447,18848
174448,44556
174449,18304
174450,12185
174451,54896
174452,12885
174453,12317
174454,6228
174455,13101
174456,22579
174457,6000
174458,18772
174459,7372
174460,39875
174461,31232
174462,57852
174463,17000
174464,48004
174465,4580
174466,453
174467,44295
174468,24905
174469,22322
174470,9498
174471,43342
174472,38952
174473,67330
174474,67645
174475,11944
174476,25092
174477,7896
174478,33041
174479,39139
174480,18752
174481,52196
174482,65099
174483,28248
174484,51588
174485,2237
174486,20728
174487,22027
174488,17050
174489,9452
174490,15873
174491,4966
174492,37165
174493,21984
174494,33057
174495,26453
174496,34404
174497,9045
174498,15509
174499,45977
174500,35446
174501,23808
174502,7796
174503,5068
174504,5560
174505,26326
174506,20475
174507,7614
174508,48806
174509,7110
174510,19715
174511,12032
174512,46876
174513,12028
174514,13325
174515,31403
174516,30107
174517,90736
174518,40468
174519,11227
174520,36612
174521,4343
174522,28730
174523,7723
174524,11212
174525,40807
174526,7968
174527,89782
174528,47489
174529,7604
174530,21753
174531,8585
174532,4596
174533,46230
174534,5252
174535,17300
174536,3394
174537,29114
174538,43539
174539,11550
174540,28000
174541,34345
174542,9755
174543,92007
174544,52721
174545,70237
174546,8623
174547,15637
174548,24755
174549,10438
174550,7793
174551,893
174552,35015
174553,23471
174554,20228
174555,9311
174556,17714
174557,27368
174558,29085
174559,35902
174560,13100
174561,8468
174562,22332
174563,25749
174564,30284
174565,42368
174566,31640
174567,36208
174568,20557
174569,25503
174570,28387
174571,34962
174572,26512
174573,35805
174574,23961
174575,41595
174576,18273
174577,34584
174578,22845
174579,20743
174580,5395
174581,10189
174582,31080
174583,15470
174584,24482
174585,3064
174586,25924
174587,37731
174588,20232
174589,23703
174590,55455
174591,34099
174592,26170
174593,14527
174594,4846
174595,22139
174596,34476
174597,15606
174598,11591
174599,32653
174600,20232
174601,20121
174602,37257
174603,28462
174604,10601
174605,13386
174606,23662
174607,13540
174608,-272
174609,13301
174610,16862
174611,42261
174612,8261
174613,5572
174614,50290
174615,28504
174616,145932
174617,1709
174618,47164
174619,71646
174620,24380
174621,19905
174622,22119
174623,25978
174624,2173
174625,7321
174626,6112
174627,7823
174628,22051
174629,9217
174630,34371
174631,25333
174632,1709
174633,57363
174634,4357
174635,25104
174636,49963
174637,29017
174638,7840
174639,30071
174640,6879
174641,37974
174642,41527
174643,33038
174644,31783
174645,20318
174646,4665
174647,6387
174648,5607
174649,38717
174650,116580
174651,3906
174652,11613
174653,39394
174654,67944
174655,38241
174656,5229
174657,6067
174658,102928
174659,22240
174660,43768
174661,18293
174662,21187
174663,11399
174664,2038
174665,3370
174666,8653
174667,4292
174668,41525
174669,28375
174670,5833
174671,57831
174672,49143
174673,5652
174674,58171
174675,23958
174676,20574
174677,36770
174678,43176
174679,15828
174680,11717
174681,4754
174682,34664
174683,79201
174684,48206
174685,11555
174686,21181
174687,56510
174688,24823
174689,45176
174690,38050
174691,15634
174692,17479
174693,23362
174694,28173
174695,7865
174696,42972
174697,5368
174698,24381
174699,23919
174700,17375
174701,19284
174702,89677
174703,3973
174704,43806
174705,9450
174706,28064
174707,5289
174708,2401
174709,14561
174710,8918
174711,21601
174712,15896
174713,39273
174714,24992
174715,37709
174716,9145
174717,4375
174718,10514
174719,27368
174720,5143
174721,27578
174722,58465
174723,8391
174724,27001
174725,6658
174726,10514
174727,29719
174728,19138
174729,17231
174730,43077
174731,11555
174732,3894
174733,12153
174734,4169
174735,65769
174736,27812
174737,33409
174738,64181
174739,19999
174740,39405
174741,34203
174742,6419
174743,48729
174744,12309
174745,7999
174746,20541
174747,14002
174748,14188
174749,22731
174750,19259
174751,25686
174752,15896
174753,15119
174754,63779
174755,39748
174756,10504
174757,28844
174758,16054
174759,24841
174760,32048
174761,15933
174762,26372
174763,11764
174764,5636
174765,34843
174766,3464
174767,28786
174768,18495
174769,34989
174770,23785
174771,20729
174772,9381
174773,14000
174774,35382
174775,14364
174776,10049
174777,11798
174778,8817
174779,50427
174780,18190
174781,72162
174782,52768
174783,29806
174784,13256
174785,21154
174786,20426
174787,3185
174788,9853
174789,2994
174790,14740
174791,40250
174792,36208
174793,26737
174794,4393
174795,32380
174796,28662
174797,2061
174798,31255
174799,1931
174800,2252
174801,18556
174802,33480
174803,8613
174804,33159
174805,23787
174806,36669
174807,2907
174808,22481
174809,21748
174810,33388
174811,5232
174812,23870
174813,17646
174814,31196
174815,19973
174816,13872
174817,46506
174818,30090
174819,24150
174820,67772
174821,19283
174822,22253
174823,33822
174824,23839
174825,23569
174826,4808
174827,35417
174828,13216
174829,16307
174830,6624
174831,37683
174832,16425
174833,37148
174834,14363
174835,9200
174836,33520
174837,32627
174838,5203
174839,16330
174840,14234
174841,19532
174842,27853
174843,2241
174844,16722
174845,1779
174846,4057
174847,52962
174848,11487
174849,21768
174850,3661
174851,17113
174852,32790
174853,12659
174854,39243
174855,63531
174856,30055
174857,14597
174858,11203
174859,28919
174860,28862
174861,5220
174862,45084
174863,13554
174864,64821
174865,5025
174866,27934
174867,12968
174868,3749
174869,20898
174870,25722
174871,13736
174872,10877
174873,31821
174874,15980
174875,27973
174876,38300
174877,25954
174878,14682
174879,13574
174880,34157
174881,40835
174882,28863
174883,12722
174884,-2309
174885,10888
174886,17328
174887,69544
174888,40603
174889,2781
174890,30343
174891,30761
174892,30573
174893,26763
174894,25585
174895,4580
174896,12523
174897,35092
174898,39849
174899,14234
174900,7613
174901,35857
174902,17555
174903,36545
174904,13488
174905,25732
174906,6979
174907,95981
174908,33581
174909,4061
174910,82844
174911,50684
174912,10276
174913,37049
174914,107123
174915,246
174916,39770
174917,19097
174918,10777
174919,43075
174920,28463
174921,5497
174922,52988
174923,29289
174924,18626
174925,24334
174926,21225
174927,16689
174928,26326
174929,56261
174930,456
174931,26548
174932,85449
174933,22828
174934,19251
174935,11349
174936,28375
174937,8911
174938,8749
174939,26576
174940,10467
174941,28406
174942,23545
174943,9386
174944,31746
174945,13557
174946,11927
174947,55956
174948,46631
174949,42511
174950,43493
174951,6276
174952,8689
174953,28915
174954,32606
174955,44782
174956,9952
174957,39806
174958,26744
174959,30690
174960,28245
174961,24158
174962,17181
174963,36702
174964,59838
174965,56801
174966,30900
174967,31783
174968,106921
